International_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.eia.gov/beta/international/data/browser/#/?pa=000000000000000000000000000001vm&c=ruvvvvvfvtvvvv1vvvvvvfvvvvvvfvvvsu20evvvvvvvvvvvvuvg&ct=0&ug=8&tl_id=2-A&vs=INTL.29-12-AFG-BKWH.A&cy=2016&vo=0&v=B&end=2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Apr 30 2019 15:44:00 GMT-0400 (EDT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: U.S. Energy Information Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,Gabon,Billion Kwh,0.257,0.408,0.482,0.541,0.604,0.66,0.665,0.668,0.669,0.693,0.701,0.708,0.716,0.711,0.748,0.792,0.769,0.808,0.811,0.83,0.802,0.876,0.921,0.898,0.891,0.811,0.943,0.8,0.893,0.944,0.907,0.842,0.912,0.935,0.799,0.922,0.956
,"Gambia, The",Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.002,0.0031,0.0033,0.0036,0.0031,0.0031,0.0031,0.0041,0.0041
,Georgia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,6.439,6.536,6.704,5.151,5.94,5.987,6.308,6.378,5.801,5.487,6.699,6.461,5.989,9.414,9.042,9.14,9.3,8.448,11.593,10.131,9.151,9.958,10.272,10.189,11.135
,Germany,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,20.681,23.731,24.572,28.39,30.977,31.808,28.50443,31.408,33.26,41.048,45.519,51.455,52.967,62.9652,64.5422,74.0734,92.8194,98.072,100.284,110.74,129.659,149.47,158.431,169.477,193.735,194.975
,"Germany, East",Billion Kwh,1.658,1.718,1.748,1.683,1.748,1.758,1.767,1.726,1.719,1.551,1.389,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,"Germany, West",Billion Kwh,22.29,22.629,22.419,20.759,20.75,19.673,20.717,22.158,22.433,21.079,20.553,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Ghana,Billion Kwh,5.276,5.341,4.941,2.55,1.799,2.996,4.389,4.627,4.811,5.178,5.664,6.075,6.536,6.228,6.033,6.036,6.559,6.782,3.792,5.117,6.544,6.543,4.986,3.846,5.228,5.573,5.563,3.69,6.133,6.808,6.926,7.485,7.99,8.154,8.307,5.79,5.535
,Gibraltar,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Greece,Billion Kwh,3.396,3.398,3.551,2.331,2.852,2.792,3.222,2.77,2.359,1.889,1.753,3.07,2.326,2.399,2.686,3.632,4.458,3.99218,3.91,4.904,4.27,3.014,3.657,5.985,6.01,6.456,7.645,4.593,5.736,8.15,10.622,8.243,9.322,14.425,12.265,14.646,15.1
,Greenland,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0.171,0.158,0.182,0.18,0.192,0.203,0.196,0.204,0.202,0.265,0.296,0.338,0.345,0.374,0.392,0.407,0.384
,Grenada,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0001,0.0021,0.0031,0.0031,0.0031,0.015,0.002,0.0021
,Guadeloupe,Billion Kwh,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.0307,0.0307,0.0307,0.031,0.035,0.04,0.04,0.05,0.05,0.06,0.15,0.15,0.15,0.15,0.152,0.153,0.155,0.157,0.178,0.142,0.156,0.158,0.154,0.147
,Guam,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0002,0.0002,0.0006,0.002,0.003,0.031,0.066
,Guatemala,Billion Kwh,0.567,0.394,0.54,0.855,0.657,0.729,1.758,1.748,1.906,2.156,2.411,2.456,2.155,2.271,2.408,2.32501,2.29529,2.34957,2.22213,3.05806,3.28278,2.964,2.7515,4.277,4.169,4.318,4.606,4.711,4.794,4.414,5.6408,5.875,6.436,7.005,7.412,6.744,7.411
,Guinea,Billion Kwh,0.148,0.148,0.148,0.153,0.155,0.161,0.163,0.165,0.168,0.17,0.173,0.176,0.178,0.18,0.182,0.191,0.195,0.285,0.307,0.391,0.406,0.546,0.589,0.396,0.549,0.489,0.456,0.533,0.524,0.5179,0.4829,0.4139,0.4909,0.482,0.432,0.383,0.398
,Guinea-Bissau,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.004,0.004
,Guyana,Billion Kwh,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0,0,0,0,0,0.0002,0.0003,0.0004,0.0004,0.0005,0.0006,0.0008,0.001,0.001,0.009,0.0101,0.0101
,Haiti,Billion Kwh,0.229,0.234,0.258,0.268,0.278,0.307,0.334,0.332,0.332,0.332,0.368,0.345,0.318,0.271,0.231,0.25,0.269,0.198,0.303,0.265,0.28,0.28,0.257,0.252,0.257,0.262,0.268,0.152,0.179,0.205,0.175,0.12,0.221,0.142,0.091,0.084,0.071
,Hawaiian Trade Zone,Billion Kwh,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Honduras,Billion Kwh,0.772,0.821,0.846,0.831,0.865,0.866,1.272,1.131,1.739,1.825,2.066,2.098,2.17,2.241,1.8,1.656,2.019,2.064,1.904,2.11,2.238,1.894,1.61,1.76,1.461,1.86,2.191,2.337,2.465,2.937,3.37,3.148,3.356,3.299,3.184,3.765,4.442
,Hong Kong,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.093,0.08,0.091,0.095,0.106,0.104,0.104
,Hungary,Billion Kwh,0.111,0.166,0.158,0.153,0.179,0.153,0.152,0.167,0.167,0.156,0.21,0.24,0.247,0.241,0.249,0.264,0.296,0.30884,0.26545,0.299,0.296,0.311,0.264,0.367,0.96,1.94,1.623,2.027,2.469,3.01,3.157,2.821,2.732,2.891,3.282,3.384,3.479
,Iceland,Billion Kwh,3.103,3.217,3.575,3.77,3.921,3.848,4.058,4.152,4.414,4.474,4.462,4.445,4.497,4.677,4.73,4.925,5.07,5.52993,6.22,7.123,7.615,7.963,8.34,8.423,8.548,8.611,9.853,11.891,16.341,16.709,16.744,16.849,17.293,17.995,17.802,18.554,18.169
,India,Billion Kwh,46.54,49.56,48.31,49.87,53.405,50.508,53.311,46.996,57.297,61.517,70.971,72.086,69.275,69.872,82.1,72.4,69.169,74.957,83.306,82.387,76.755,77.033,72.276,85.464,96.009,115.376,129.826,140.416,138.956,141.831,147.866,172.328,165.643,194.107,196.71,199.049,223.906
,Indonesia,Billion Kwh,2.234,2.907,2.782,3.139,3.402,4.197,5.769,5.244,6.65,7.87,7.791,8.156,10.093,9.129,9.303,10.354,11.117,8.278,13.128,12.877,14.791,17.578,16.083,15.317,16.252,17.244,16.217,18.23002,19.7694,20.6281,26.738,21.888,22.367,26.354,26.018,24.797,31.658
,Iran,Billion Kwh,5.561,6.164,6.38,6.138,6.268,6.27,6.136,6.336,6.386,6.633,6.022,6.985,9.435,9.725,7.371,7.202,7.326,6.857,6.961,4.906,3.662,5.06,8.034,11.014,10.568,16.01,18.208,17.95,5.149,7.388,9.604,12.176,12.553,14.837,14.13,14.184,16.535
,Iraq,Billion Kwh,0.683,0.683,0.604,0.594,0.604,0.604,0.594,0.604,0.703,0.594,0.604,0.307,0.693,0.594,0.554,0.564,0.564,0.575,0.587,0.599,0.605,0.612,0.512,0.429,0.488,5.94,6.03504,5.67864,3.45015,3.19473,4.71834,3.363,4.348,4.755,2.959,2.578,3.394
,Ireland,Billion Kwh,0.833,0.855,0.792,0.776,0.68,0.824,0.91,0.673,0.862,0.684,0.69,0.738,0.814,0.785,0.943,0.737,0.756,0.80222,1.161,1.116,1.177,1.021,1.373,1.132,1.388,1.867,2.468,2.787,3.578,4.1,3.722,5.415,5.299,5.687,6.452,7.923,7.578
,Israel,Billion Kwh,0,0,0,0,0,0,0,0.01,0.01,0.003,0.003,0.006,0.029,0.03,0.03,0.025,0.024,0.025,0.025,0.033,0.031,0.02,0.032,0.043,0.039,0.039,0.025,0.024,0.032,0.099,0.17,0.301,0.484,0.571,0.921,1.213,1.695
,Italy,Billion Kwh,48.79,46.109,44.587,44.193,45.227,43.668,44.142,42.765,43.998,36.8098,34.641,45.225,45.432,44.901,47.93,41.251,46.031,46.04697,46.501,51.557,50.957,54.634,48.724,44.619,54.864,50.677,52.931,50.103,60.362,71.139,78.84,84.974,94.001,113.668,122.203,110.562,109.858
,Jamaica,Billion Kwh,0.172,0.171,0.187,0.204,0.134,0.124,0.163,0.186,0.184,0.214,0.207,0.166,0.2,0.215,0.241,0.218,0.228,0.239,0.215,0.217,0.217,0.144,0.124,0.147,0.201,0.236,0.256,0.247,0.258,0.323,0.33,0.379,0.417,0.382,0.4,0.422,0.534
,Japan,Billion Kwh,88.875,87.922,90.505,94.295,84.649,94.69,93.749,88.72,105.855,107.81,100.674,109.139,94.622,107.366,80.264,97.105,96.72481,107.43,110.189,104.703,105.397,102.78,102.552,116.767,117.178,125.574,137.949,125.949,122.397,124.251,133.87,137.515,131.815,145.889,162.128,182.482,192.735
,Jordan,Billion Kwh,0,0,0,0,0,0,0.003,0.019,0.027,0.017,0.019,0.008,0.016,0.023,0.015,0.019,0.023,0.02,0.016,0.017,0.042,0.046,0.06,0.05,0.061,0.064,0.059,0.072,0.073,0.068,0.072,0.065,0.069,0.063,0.065,0.183,0.927
,Kazakhstan,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,6.797,7.553,9.087,8.248,7.258,6.434,6.08,6.071,7.456,8,8.801,8.539,7.976,7.777,7.691,8.09,7.386,6.811,7.943,7.805,7.564,7.66,8.194,9.355,11.869
,Kenya,Billion Kwh,1.182,1.5427,1.6174,1.86015,1.84985,2.14155,2.2342,2.3209,2.7836,2.93325,3.03863,3.246,3.254,3.45507,3.42,3.643,3.835,3.714,3.753,2.916,2.057,3.175,3.79,4.33,4.191,4.316,4.574,4.8,4.137,3.734,5.084,5.164,6.087,6.142,7.543,8.445,7.735
,Kiribati,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0004,0.0004,0.0005,0.0005,0.0007,0.0007,0.0008,0.0008,0.001,0.004,0.005
,"Korea, North",Billion Kwh,10.494,10.652,10.811,10.969,11.128,12.177,12.87,13.464,14.85,14.85,15.444,14.85,14.058,13.167,13.662,14.058,12.375,10.593,10.098,10.197,10.098,10.494,10.514,11.603,12.375,13.0015,12.4946,13.1476,13.9281,12.3763,13.2674,13.0714,13.3694,13.7664,12.8774,9.9114,12.687
,"Korea, South",Billion Kwh,1.539,2.257,1.56,2.272,1.978,3.153,3.078,3.925,1.967,2.934,4.638,3.452,3.068,4.188,2.32554,2.9844,2.80576,2.86787,4.301,4.225,4.085,4.238,3.454,5.133,4.712,4.075,4.05,4.614,4.344,4.659,6.328,7.957,7.544,9.217,9.059,10.845,16.378
,Kosovo,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.075,0.119,0.157,0.107,0.098,0.145,0.152,0.142,0.246
,Kuwait,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.003,0.005,0.067
,Kyrgyzstan,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,9.195,8.994,11.607,11.007,12.132,10.825,9.844,12.021,13.546,12.306,10.679,13.381,13.953,12.66,12.347,12.609,10.023,10.115,10.997,13.998,14.037,12.996,13.165,10.989,11.379
,Laos,Billion Kwh,0.92,1.089,1.138,1.019,0.94,0.857,0.819,0.531,0.487,0.661,0.817,0.876,0.858,0.867,0.853,1.042,1.194,1.164,1.802,2.324,3.277,3.297,3.212,2.832,2.998,3.51,3.6,3.37,3.72,3.37,8.5,13,13.1004,15.3054,15.806,14.706,17.906
,Latvia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,2.498,2.846,3.272,2.908,1.842,2.924,2.992,2.731,2.795,2.811,2.459,2.315,3.165,3.381,2.759,2.801,3.181,3.521,3.603,3.0462,4.0782,3.4592,2.7612,2.7562,3.4736
,Lebanon,Billion Kwh,0.841,0.841,0.643,0.554,0.579,0.579,0.554,0.604,0.594,0.495,0.297,0.495,0.545,0.713,0.809,0.71,0.79,0.892,0.777,0.329,0.445,0.33,0.671,1.349,1.109,1.036,0.688,0.579,0.369,0.616,0.831,0.797,0.998,1.26,0.197,0.48,0.384
,Lesotho,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0.288,0.285,0.314,0.325,0.297,0.459,0.525,0.554,0.584,0.648,0.694,0.49,0.486,0.515,0.52,0.53,0.51
,Liberia,Billion Kwh,0.331,0.314,0.328,0.32,0.223,0.259,0.315,0.316,0.321,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Libya,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.007,0.008,0.008,0.008,0.008
,Lithuania,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0.308,0.389,0.447,0.369,0.323,0.291,0.413,0.409,0.336,0.324,0.354,0.33,0.424,0.455193,0.431,0.577,0.598,0.68,0.906,1.112,1.179,1.544,1.551,1.736,2.196
,Luxembourg,Billion Kwh,0.115,0.128,0.117,0.115,0.123,0.104,0.116,0.143,0.141,0.108,0.104,0.121,0.101,0.106,0.158,0.14,0.101,0.131,0.17,0.155,0.202,0.20095,0.18395,0.168,0.228,0.239,0.28,0.304,0.282,0.266,0.309,0.311,0.364,0.424,0.45,0.493,0.622
,Macau,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Macedonia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0.817,0.517,0.696,0.793,0.842,0.891,1.072,1.375,1.158,0.62,0.749,1.36,1.467,1.477,1.634,1,0.832,1.257,2.407,1.42,1.034,1.577,1.279,2.009,2.047
,Madagascar,Billion Kwh,0.146,0.152,0.226,0.245,0.252,0.255,0.266,0.286,0.3,0.314,0.338,0.332,0.342,0.344,0.347,0.369,0.421,0.45,0.5,0.515,0.54,0.528,0.535,0.604,0.634,0.641,0.631,0.712,0.692,0.734,0.705,0.691,0.756,0.811,0.881,0.811,0.941
,Malawi,Billion Kwh,0.388,0.379,0.405,0.443,0.464,0.47,0.506,0.558,0.563,0.566,0.697,0.743,0.768,0.771,0.811,0.832,0.846,0.866,0.995,0.962,1.023,1.045,1.093,1.139,1.259,1.307,1.339,1.367,1.521,1.488,1.735,1.79,1.53,1.29,1.41,1.12,1.4
,Malaysia,Billion Kwh,1.398,1.578,1.29,1.684,3.397,3.776,4.032,4.861,5.607,5.183,3.948,4.363,4.316,4.823,6.458,6.156,5.132,3.831,4.803,7.445,7.34,6.371,5.248,5.693,5.769,5.139,6.378,6.433,7.396,8.067,7.427,8.623,9.839,11.769,14.185,14.806,20.889
,Maldives,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1E-05,3E-05,0.00203,0.00203,0.00203,0.0021,0.0022,0.002,0.002,0.002,0.002,0.002
,Mali,Billion Kwh,0.083,0.082,0.105,0.122,0.133,0.133,0.158,0.16,0.166,0.168,0.181,0.182,0.208,0.218,0.22,0.223,0.21,0.227,0.23,0.23,0.233,0.234,0.236,0.234,0.248,0.447,0.479,0.471,0.572,1.089,1.145,1.248,1.317,1.222,1.048,1.063,1.152
,Malta,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.01,0.029,0.036,0.077,0.0974,0.1334
,Martinique,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.002,0.002,0.001
,Mauritania,Billion Kwh,0.025,0.03,0.038,0.039,0.036,0.031,0.018,0.025,0.025,0.025,0.025,0.025,0.026,0.026,0.028,0.028,0.028,0.03,0.028,0.03,0.032,0.034,0.034,0.041,0.044,0.049,0.051,0.054,0.06,0.11,0.116,0.13,0.136,0.201,0.211,0.302,0.319
,Mauritius,Billion Kwh,0.082,0.059,0.093,0.035,0.065,0.114,0.109,0.139,0.099,0.147,0.084,0.074,0.112,0.103,0.075,0.134,0.102,0.092,0.104,0.31,0.505,0.52,0.515,0.547,0.5714,0.5434,0.49627,0.52342,0.5934,0.607,0.653,0.551,0.578,0.594,0.595,0.68,0.663
,Mexico,Billion Kwh,17.6,25.274,23.964,21.873,24.782,27.609,23.213,22.575,25.635,29.073,28.369,28.566,33.825,34.194,27.787,35.732,38.58,33.16269,31.815,39.712,40.401,36.319,32.605,28.444,34.075,37.783,39.176,37.041,46.828,34.425,45.128,44.526,42.004,39.08,52.253,46.676,47.277
,Micronesia,Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Moldova,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0.255,0.371,0.275,0.321,0.362,0.378,0.387,0.363,0.392,0.359,0.348,0.358,0.35,0.359,0.365,0.354,0.385,0.354,0.403,0.348,0.266,0.31,0.329,0.324,0.244
,Mongolia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112483,0.000412483,0.004412483,0.004412483,0.004412483,0.0074,0.0224,0.042,0.059,0.058,0.124,0.201,0.219,0.219
,Montenegro,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.271,1.524,2.05,2.723,1.192,1.462,2.479,1.734,1.476,1.825
,Montserrat,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Morocco,Billion Kwh,1.487,1.031,0.576,0.476,0.362,0.465,0.625,0.825,0.926,1.145,1.184,1.234,0.954,0.439,0.831,0.605,1.937,2.062,1.759,0.817,0.775,1.068,1.0361,1.6441,1.7911,1.1751,1.1711,1.1851,1.2181,2.9331,4.0921,2.6761,2.343,4.113,3.541,4.391,4.643
,Mozambique,Billion Kwh,13.409,3.315,2.959,5.01,0.552,0.149,0.038,0.024,0.049,0.05,0.281,0.32,0.322,0.341,0.362,0.375,0.445,0.967,1.487,7.606,9.555,11.723,12.547,10.761,11.551,13.131,14.57,15.902,14.963,16.781,16.481,16.642,14.994,14.401,16.013,17.035,15.453
,Namibia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,1.12,0.845,0.604,0.982,1.157,1.366,1.356,1.446,1.497,1.586,1.641,1.59,1.56,1.476,1.3951,1.2351,1.3901,1.5911,1.2591,1.4701,1.4871,1.3451
,Nauru,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nepal,Billion Kwh,0.176,0.208,0.206,0.314,0.335,0.332,0.432,0.543,0.557,0.536,0.877,0.901,0.83,0.865,0.924,1.147,1.169,1.051,1.12,1.397,1.616,1.831,2.098,2.24,2.378,2.492,2.708,2.764,2.786,3.083,3.18,3.464,3.511,3.486,3.798,3.467,4.244
,Netherlands,Billion Kwh,1,1,0.3,0.2,0.02,0.403,0.504,0.703,0.818,0.96,1.233,1.347,1.416,1.601,1.803,2.004,2.674,3.03108,3.434,3.705,4.181,4.507,5.206,5.326,6.629,9.133,9.615,9.267,11.145,12.477,12.911,14.205,14.42,14.001,13.479,15.479,16.642
,Netherlands Antilles,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.007,0.007,0.007,0.007,0.007,0.007,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.065,0.068,0.089,0.233,0.237,0.241,0.24,0.235
,New Caledonia,Billion Kwh,0.276,0.268,0.408,0.278,0.397,0.479,0.398,0.254,0.527,0.516,0.456,0.34,0.342,0.342,0.376,0.42,0.39,0.36,0.393,0.467,0.445,0.37,0.325,0.325,0.33302839116719,0.356,0.315,0.426,0.483,0.432,0.313,0.417,0.452,0.502,0.342,0.402,0.275
,New Zealand,Billion Kwh,20.9304,20.8949,19.5724,21.0422,21.7363,20.9895,23.3775,23.582,24.774,24.149,25.738,25.702,23.211,26.043,28.338,29.693,28.3673,26.346,27.298,26.594,27.818,24.933,28.025,26.675,30.274,27.449,27.955,28.509,27.997,30.974,32.046,32.974,30.991,31.341,33.652,34.585,36.09
,Nicaragua,Billion Kwh,0.54,0.523,0.455,0.349,0.533,0.561,0.465,0.598,0.591,0.938,0.785,0.792,0.722,0.884,0.739,0.713,0.718,0.626,0.45,0.524,0.375,0.435,0.606,0.695,0.703,0.9,0.806,0.786,1.18947,1.064,1.346,1.295,1.722,2.175,2.393,2.291,2.391
,Niger,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.004,0.005
,Nigeria,Billion Kwh,2.724,2.291,2.394,1.856,2.569,2.978,3.594,3.251,3.968,4.099,4.343,5.871,5.998,5.516,5.506,5.445,5.445,5.537,5.717,6.088,5.686,5.85,8.152,7.374,8.027,7.69,6.2,6.165,5.664,4.484,6.312,5.826,5.625,5.297,5.318,5.688,5.559
,Niue,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Norway,Billion Kwh,82.717,91.876,91.507,104.704,104.895,101.473,95.37,102.381,107.97,117.423,120.175,109.269,115.76385,118.313,110.713,120.648,103.173,108.964,114.863,120.574,140.727,119.627,128.479,105.08,108.404,135.222,119.28,133.684,139.051,125.309,117.598,121.502,143.906,130.043,137.537,139.687,145.558
,Oman,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pakistan,Billion Kwh,8.627,8.953,9.423,11.251,12.698,12.114,13.66,15.098,16.516,16.797,16.756,18.12,20.901,19.242,22.629,22.974,20.649,21.839,22.225,19.095,17.022,18.752,22.127,26.675,25.414,30.553,31.633,28.42,27.506,27.822,31.516,28.277,29.624,32.098,33.187,35.403,37.676
,Palestinian Territories,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556,0.588
,Panama,Billion Kwh,0.995,1.464,1.224,0.998,1.62,2.006,2.179,2.107,2.305,2.226,2.247,2.056,1.918,2.314,2.395,2.409,2.991,2.895,2.142,3.123,3.408,2.497,3.385,2.816,3.765,3.71,3.616,3.705,3.949,3.883,4.174,4.08,5.36,5.137,5.136,6.664,7.187
,Papua New Guinea,Billion Kwh,0.312,0.307,0.301,0.381,0.406,0.416,0.452,0.433,0.44,0.45,0.455,0.455,0.455,0.455,0.46,0.862,0.934,0.703,0.859,0.91,0.921,0.921,0.921,0.97,0.936,1.1825,1.1545,1.2545,1.2465,1.2455,1.2505,1.3605,0.9735,0.9855,0.9005,0.8808,0.881
,Paraguay,Billion Kwh,0.717,0.754,0.675,0.791,0.903,4.065,11.908,18.499,19.899,24.229,27.204,29.368,27.157,31.127,36.048,41.702,44.858,50.343,50.362,51.444,52.957,44.864,47.73,51.253,51.412,50.654,53.246,53.188,54.909,54.409,53.524,57.049,59.63,59.774,54.723,55.186,63.132
,Peru,Billion Kwh,7.115,8.092,8.586,8.29,8.747,9.594,10.248,10.978,10.487,10.452,10.504,11.506,9.819,11.786,12.747,12.841,13.328,13.225,13.792,14.529,16.16505,17.60105,18.05405,18.55405,17.51105,18.26005,19.88205,19.80505,19.41805,19.87705,20.51605,22.04705,21.869,23.247,23.728,25.206,25.863
,Philippines,Billion Kwh,5.45,6.322,7.141,6.825,9.45,10.209,10.331,9.54,10.814,11.47,11.466,10.852,9.909,10.611,12.207,12.305,13.494,13.209,13.947,18.356,19.347,17.475,17.205,17.612,18.789,18.224,20.3590188,18.752,20.529109,20.078691,17.744,19.75,20.657,19.803,19.722,20.875,21.898
,Poland,Billion Kwh,2.715,2.487,1.904,2.108,1.864,2.342,2.033,1.952,2.054,1.815,1.661,1.849,1.916,1.838,2.073,2.233,2.316,2.546,2.887,2.643,2.642,3.082,3.208,2.519,3.383,4.311,4.757,5.813,6.593,8.663,10.921,13.141,16.862,17.026,19.786,22.619,22.698
,Portugal,Billion Kwh,8.177,5.229,7.155,8.282,9.964,11.033,8.94,9.588,12.657,6.349,9.76,9.767,5.491,9.37,11.536,9.307,15.644,14.10095,14.023,8.655,13.012,15.856,9.916,17.824,12.483,8.518,15.918,16.403,14.86,18.506,28.381,24.236,19.475,29.548,31.559,24.476,32.314
,Puerto Rico,Billion Kwh,0.204,0.124,0.104,0.11,0.135,0.183,0.223,0.257,0.272,0.272,0.136705,0.119057,0.135115,0.120329,0.067443,0.086924,0.135025,0.101929,0.103225,0.15871,0.152,0.133,0.114,0.103,0.141,0.1382843,0.142,0.164,0.156,0.1748,0.1608,0.1518,0.123,0.293,0.346,0.393,0.381
,Qatar,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.004,0.007,0.007,0.008
,Reunion,Billion Kwh,0.302,0.37,0.422,0.428,0.404,0.483,0.497,0.524,0.418,0.492,0.544,0.456,0.49,0.493,0.493,0.497,0.6,0.639,0.751,0.753,0.754,0.756,0.769,0.772,0.779,0.784,0.785,0.866,0.641,0.567,0.632,0.554,0.695,0.795,0.677,0.761,0.744
,Romania,Billion Kwh,12.506,12.605,11.731,9.934,11.208,11.774,10.689,11.086,13.481,12.499,10.872,14.107,11.64,12.709,12.916,16.529,15.597,17.345,18.701,18.107,14.63,14.774,15.886,13.129,16.352,20.012,18.176,15.844,17.052,15.399,20.103,16.171,14.805,19.999,26.943,26.031,26.789
